id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,vol,n_ga,n_al,n_in,n_o,mass_al,mass_ga,mass_in,mass_o,density,z_al,z_ga,z_in,z_o,z_tot,r_ene,k_ene,p_ene,eta,r_gao_ave,r_gao_min,r_alo_ave,r_alo_min,r_ino_ave,r_ino_min,inv_r_gao_sum,inv2_r_gao_sum,inv_r_alo_sum,inv2_r_alo_sum,inv_r_ino_sum,inv2_r_ino_sum,mass_tot,inv2_r_sum,inv_r_sum,r_min,r_mean,ngao_mean,nalo_mean,nino_mean,n_mean,coul,rmean,cgaga,rgaga,calal,ralal,cinin,rinin,coo,roo,cgaal,rgaal,cgain,rgain,cgao,rgao,calin,ralin,calo,ralo,cino,rino
1142,33,40.0,0.25,0.75,0.0,5.0638,8.7008,9.3206,89.9989,90.00200000000002,90.0019,0.0497,2.5652,410.6573498077712,12,4,0,24,107.9261544,836.6759999999997,0.0,383.9856,3.2352708529919463,52,372,0,192,616,122238.95401892974,24131.826358315517,-46476.05333116248,0.1732520852550552,1.9825997352239928,1.801860101299676,2.0288227215184307,1.9342699357837043,inf,inf,23.32081120146152,11.880318465621777,3.946430131010069,1.948371660312218,0.0,0.0,1328.5877543999995,13.828690125933992,27.26724133247159,1.801860101299676,1.989447585045392,1.9166666666666667,0.3333333333333333,0.0,2.25,-82.97214075560392,1.9894475850453912,22.74966367664768,3.2861614332027322,1.002978900179936,2.9955416080894275,0.0,inf,35.62255746516089,3.0390364035554316,7.448014364064178,3.3009222664081643,0.0,inf,-71.28191079373062,1.982599735223993,0.0,inf,-11.690229961873307,2.0288227215184307,0.0,inf
1143,12,80.0,0.0625,0.8125,0.125,24.8237,6.2212,5.9923,90.0001,104.0394,90.0001,0.1056,1.7704,897.7672812248637,26,2,4,48,53.9630772,1812.798,459.272,767.9712,3.446332186419973,26,806,196,384,1412,477670.9987960965,18216.775928187504,-111133.06690446952,0.12958826837536128,2.0008357796199854,1.8758634045415792,1.89024383721372,1.87586340454158,1.9369110076136176,1.87586340454158,49.575086664010584,24.872821970124217,2.6453900909647747,1.3997382933144424,6.20495697991371,3.213147094534748,3094.0042772,29.485707357973407,58.42543373488907,1.8758634045415792,1.989455978101815,2.0625,0.10416666666666667,0.25,2.4166666666666665,-176.91424414784044,1.9894559781018144,50.30171208656889,3.3449455845574394,0.0,inf,0.0,inf,74.02387620068156,3.096799993840344,6.922537567432648,3.4330089673836834,15.670937223173866,3.4037301358494587,-149.23693182074533,2.0008357796199854,0.9301398207217141,3.110621260017385,-8.398429759886655,1.89024383721372,-19.278882567208488,1.9369110076136176
1144,227,40.0,0.625,0.0625,0.3125,9.8737,5.8028,14.5738,98.6293,100.1549,31.7067,0.3357,1.9985,431.9809892179037,1,10,5,24,269.815386,69.723,574.09,383.9856,3.003868268252532,130,31,245,192,598,111617.18453766569,10091.86890485822,-53837.916579701974,0.16750268799801235,1.910237744363029,1.8945991130121973,1.949376846509682,1.827631426841669,1.9480482050452967,1.827631426841669,1.0470602732615193,0.548204347655364,13.915862337523961,7.2043274483676445,7.743222249372653,4.018495050002689,1297.6139859999996,11.771026846025698,22.70614486015813,1.827631426841669,1.94714485045834,0.08333333333333333,1.125,0.625,1.8333333333333333,-70.6261610761542,1.9471448504583395,0.0,inf,11.706889789479668,3.3129373958491257,0.857448263270073,3.2397932198663617,24.33363003336957,3.166295409522657,2.0096297971583112,3.6657156993904176,0.8574482106193193,3.2397933193344977,-3.289226085932184,1.910237744363029,9.265184148132867,3.138694132255268,-43.22596469020586,1.949376846509682,-24.11097030001614,1.9480482050452967
1145,206,80.0,0.9062,0.0938,0.0,9.024,9.0232,9.0235,90.0028,90.0038,89.9987,0.0861,4.6562,734.7417044024298,3,29,0,48,782.4646194000003,209.169,0.0,767.9712,2.394861770955411,377,93,0,384,854,99369.54410323664,1114.5598208256374,-33942.14088205559,0.1481102363016182,1.9521830220287253,1.927222690138826,1.9497687862119049,1.902017013204051,inf,inf,6.1484014206818225,3.1509642800151303,64.64297229513969,33.17455405291613,0.0,0.0,1759.6048194000002,36.32551833293125,70.7913737158215,1.902017013204051,1.9499787197611933,0.25,2.625,0.0,2.875,-217.95310999758757,1.9499787197611933,0.0,inf,74.70497401855063,3.143300996096808,0.0,inf,114.74853732040569,3.0924542573535545,14.188882627285967,3.100791508661881,0.0,inf,-18.905785680090784,1.9521830220287253,0.0,inf,-199.0473243174968,1.9497687862119049,0.0,inf
1146,206,80.0,0.0,0.2188,0.7812,10.0964,10.0964,10.0965,90.0015,90.0013,89.9979,0.0723,0.9879,1029.209877061736,7,0,25,48,0.0,488.061,2870.45,767.9712,4.009369023721949,0,217,1225,384,1826,2585657.8615596863,150249.78582473335,-195112.1750472426,0.11830567347059492,2.1703404866952134,2.1563674770998884,inf,inf,2.185281476886377,2.1282000255052016,14.746551213696007,6.796694508198117,0.0,0.0,48.522584898725995,22.219131819938564,4126.4822,29.015826328136683,63.26913611242201,2.1282000255052016,2.181816899450745,0.6666666666666666,0.0,2.208333333333333,2.875,-174.09495796882007,2.1818168994507454,0.8088532252299115,3.3356954606720617,0.0,inf,41.01000687462781,3.5278542001265296,76.2223702635935,3.1144737659611046,0.0,inf,29.187155587445034,3.4878063192631727,-40.78016704918871,2.1703404866952134,0.0,inf,0.0,inf,-133.3147909196314,2.185281476886377
1147,33,80.0,0.375,0.1562,0.4688,10.5891,9.0443,9.6706,90.00200000000002,90.0,90.0005,0.2729,1.6153,926.1630042458617,5,12,15,48,323.7784632000001,348.615,1722.27,767.9712,3.414771102604352,156,155,735,384,1430,585534.2847167831,165429.6375728216,-132908.78787072047,0.12692580204468532,2.0686503786927535,1.8815341282414928,2.084284640260654,1.8815341282414952,2.0530393283991706,1.88153321015116,9.23215388717122,4.507901331709387,24.086601154050523,11.648668080242643,25.95672109429379,12.777122192324805,3162.6346632,28.933691604276838,59.275476135515525,1.88153321015116,2.0682760132241893,0.3958333333333333,1.0416666666666667,1.1041666666666667,2.5416666666666665,-173.602149625661,2.0682760132241893,1.4850414093848596,3.487691031284148,8.974436798815201,3.3354921691373263,15.149486816905544,3.4644897184772008,75.43313304172474,3.010761392393928,7.886383861877147,3.385640069277194,6.861720711321065,3.4553531565552977,-27.047407990256314,2.0686503786927535,30.30533887270235,3.4142218383856617,-69.89200848145587,2.0842846402606545,-76.66273315394879,2.0530393283991706
1148,167,60.0,0.5833,0.0,0.4167,10.2626,5.131,13.8018,89.9916,90.0086,120.0016,0.2417,2.3808,629.3884510123569,0,14,10,36,377.7415404,0.0,1148.18,575.9784,3.3395908949697795,182,0,490,288,960,1759555.8817636538,81078.98499521379,-89997.55865531658,0.14919334247688693,inf,inf,2.0603853726877444,1.984827221916981,2.0634517895093163,1.9848272219169816,0.0,0.0,26.239143831575518,12.764737505216436,16.496225715852013,8.012973681741071,2101.8999404,20.777711186957507,42.735369547427524,1.984827221916981,2.0615701246415337,0.0,1.5,0.9444444444444444,2.4444444444444446,-124.66626712174507,2.061570124641534,0.0,inf,24.6824065548982,3.413504642714144,14.717989600784467,3.3724976426989084,48.42010549064314,2.871088975484488,0.0,inf,0.0,inf,0.0,inf,11.589797746563852,3.4590545956894374,-76.58842503129864,2.060385372687745,-48.07784209044643,2.0634517895093167
1149,167,30.0,0.1667,0.4167,0.4167,5.2345,5.234,14.0096,89.9978,90.0022,120.0007,0.1527,1.8737,332.4009266785765,5,2,5,18,53.9630772,348.615,574.09,287.9892,3.8046141743247683,26,155,245,144,570,787334.3926833944,10671.662458815134,-63292.15067036411,0.1812357242872116,2.102214910598335,2.031456072623429,2.098882939154392,2.0315284830958347,2.103523466940965,2.0315043008648987,7.140773737325691,3.401996850282339,3.3376993426541364,1.5927082767239351,8.563534430437276,4.077231546852305,1264.6572772,9.07193667385858,19.042007510417108,2.031456072623429,2.1022206659498286,0.8333333333333334,0.3888888888888889,1.0,2.2222222222222223,-54.431620043151476,2.1022206659498286,1.5734716979502654,3.4432888340201693,0.0,inf,3.6283392413583684,3.204171650984485,18.283555888851982,2.8900454744836117,2.2993269611167797,3.4692625849346506,8.185777413871172,3.536795410793633,-20.41198110169404,2.102214910598335,4.015021081431638,3.4177928885460647,-9.556249660343608,2.0988829391543917,-24.463389281113834,2.103523466940965
1150,33,40.0,0.9375,0.0625,0.0,4.9031,8.4267,9.0582,90.0055,90.0024,90.0013,0.0408,4.433,374.2572194321805,1,15,0,24,404.723079,69.723,0.0,383.9856,2.2936943749606336,195,31,0,192,418,48865.31130168191,3911.889461640401,-17550.649717050263,0.1843110667654514,1.808889511685168,1.7853304663672744,1.9336157177347642,1.7457556719329528,inf,inf,1.1058383034193464,0.6115428923672984,27.01616479726255,14.097831201899295,0.0,0.0,858.4316789999998,14.709374094266591,28.122003100681898,1.7457556719329528,1.928996228621816,0.08333333333333333,2.1666666666666665,0.0,2.25,-88.25624456559956,1.928996228621816,0.0,inf,30.48271642904881,3.1837612564835363,0.0,inf,38.91965291292196,2.994795994847267,2.6943320370098425,3.174518453200603,0.0,inf,-3.669257354203791,1.8088895116851682,0.0,inf,-84.58698721139578,1.933615717734764,0.0,inf
1151,206,80.0,0.0,0.6562,0.3438,9.7084,9.7085,9.7082,90.00399999999998,90.0035,89.9949,0.1337,1.4735,915.0366888297168,21,0,11,48,0.0,1464.183,1262.998,767.9712,3.8196853117115057,0,651,539,384,1574,624525.2231077448,191688.1933372033,-144325.52752378257,0.1279526241945962,2.093791278407304,2.0463575671837004,inf,inf,2.108538559884801,2.0463689964173515,47.29601949586562,22.601408045753608,0.0,0.0,18.50205949301523,8.780371368889877,3495.1522,31.38177941464349,65.79807898888086,2.0463575671837004,2.097958988390075,2.0625,0.0,0.8125,2.875,-188.2906764878609,2.097958988390075,35.76902598902088,3.425555983668362,0.0,inf,4.401736534213601,3.5253697107020563,85.5250704946527,3.0540268923635714,0.0,inf,36.62507280288068,3.3009715798071384,-135.60844827452166,2.093791278407304,0.0,inf,0.0,inf,-52.68222821333927,2.108538559884801
1152,167,60.0,0.5833,0.4167,0.0,9.8307,4.915,13.3346,89.9909,90.0103,120.0011,0.0581,3.872,557.9737490762748,10,14,0,36,377.7415404,697.23,0.0,575.9784,2.958830846671814,182,310,0,288,780,180063.34263096392,35050.40146552185,-46646.04101426209,0.16166628009042153,1.9793915751260416,1.9042966337908347,1.981712290855932,1.9042966337908347,inf,inf,20.739241436548017,10.503758666078664,23.74622318248541,12.012458747343006,0.0,0.0,1650.9499404,22.516217413421675,44.48546461903342,1.9042966337908347,1.9806310482999605,1.1388888888888888,1.3055555555555556,0.0,2.4444444444444446,-135.09730448053006,1.9806310482999607,16.117937323942684,3.4053391705326086,27.971651417494932,3.3678877721400844,0.0,inf,59.30022661676893,2.995749805680005,17.150910844487875,3.295181144978438,0.0,inf,-63.022551996471975,1.9793915751260425,0.0,inf,-72.07475248405802,1.9817122908559324,0.0,inf
1153,33,40.0,0.0625,0.25,0.6875,5.4889,9.3524,9.9755,89.9996,89.9978,90.0001,0.1838,0.9651,512.0861906944239,4,1,11,24,26.9815386,278.892,1262.998,383.9856,3.813532124253912,13,124,539,192,868,587916.636951076,235563.63158105852,-100408.01406685096,0.1495441725965542,2.119014446303609,1.9625676856240784,2.1211864726830703,1.9872204283092587,2.152052851658345,1.9489585640521103,7.1096466223342585,3.3838344120439725,1.8889260386091904,0.8935555841154632,16.342656128644318,7.6664118046586305,1952.8571386,11.943801800818065,25.34122878958777,1.9489585640521103,2.1405891183949723,0.625,0.16666666666666666,1.375,2.1666666666666665,-69.80953977366025,2.1250498706508405,1.4419945613402478,3.534548386233633,0.0,inf,10.20403424391758,3.5236121537692404,28.09416870163777,3.0965438462227213,2.9957465579087885,3.4790660444507386,9.628929074245134,3.4922736647297463,-20.30300647226384,2.119014446303609,1.6238346045070204,3.3333726064598252,-5.361333504692778,2.1211864726830703,-44.14519979670364,2.1282615360168875
1154,167,30.0,0.75,0.1667,0.0833,4.9172,4.917,13.3449,89.9883,90.0127,120.0015,0.1239,4.0658,279.4199810967155,2,9,1,18,242.8338474,139.446,114.818,287.9892,2.809702600073752,117,62,49,144,372,56104.39933428617,12023.813541715244,-25637.96124174498,0.2034762159089553,1.9726947935105057,1.913645305298136,1.9837875828232558,1.9135821216378552,2.0021539279110545,1.913582129903272,2.0294975350844786,1.030635631593712,16.144665642248178,8.152414737618061,1.9991921902374488,0.9998843916327034,785.0870474,10.182934760844477,20.173355367570103,1.9135821216378552,1.9845149384007603,0.2222222222222222,1.7777777777777777,0.2222222222222222,2.2222222222222223,-61.097608565066864,1.9845149384007603,0.0,inf,13.551525159412275,3.331663213129588,0.0,inf,23.135508018126906,2.9743779721525496,6.341991092336061,3.4550724931150216,0.8165393290283195,3.3199588511575024,-6.183813789562273,1.9726947935105057,4.2554625690108665,3.3536215533620237,-48.91448842570837,1.983787582823256,-5.99930634979622,2.0021539279110545
1155,33,80.0,0.2812,0.0625,0.6562,10.8409,9.238999999999999,9.8654,90.0017,89.9986,90.0004,0.2042,1.3897,988.1093387375515,2,9,21,48,242.8338474,139.446,2411.178,767.9712,3.60428639602802,117,62,1029,384,1592,966686.3148263005,286385.6470728889,-161274.70112520418,0.12156396770277605,2.1383275912022626,1.9974765817978308,2.07293211676104,1.9383123244004083,2.12977759275783,1.9251208053106736,2.8141765714587184,1.3237676496999018,17.415355722039624,8.447876006357676,37.77872646376207,17.937752094223754,3561.4290474,27.709395750281328,58.00825875726042,1.9251208053106736,2.1134240096003065,0.125,0.75,1.5416666666666667,2.4166666666666665,-160.56383373662294,2.09266476266062,0.0,inf,11.664979354405153,3.412424932477016,28.401088192571894,3.4807642597036565,72.24067475195969,3.0766215575576044,1.5536040212904447,3.4039223671438905,4.4657253850451575,3.4855331223562662,-7.94260589819941,2.1383275912022626,19.40333372933872,3.4784293832321436,-50.68725603814607,2.07293211676104,-101.93397180027742,2.098562036730012
1156,33,40.0,0.5625,0.0,0.4375,5.2334,8.9433,9.5725,90.0037,90.0005,90.0006,0.2628,1.9003,448.03000841513153,0,9,7,24,242.8338474,0.0,803.7260000000001,383.9856,3.19296792743958,117,0,343,192,652,106050.74236455119,36281.036290835764,-65248.965980800254,0.16347830830452156,inf,inf,2.053413994880676,1.8602398399756688,2.039871371314411,1.8723038812582724,0.0,0.0,15.179159730334918,7.4708605484895125,11.312633377046454,5.58224901950384,1430.5454474,13.053109567993353,26.491793107381373,1.8602398399756688,2.047645840398749,0.0,1.2916666666666667,0.9583333333333334,2.25,-78.31865740796013,2.0476458403987485,0.0,inf,6.744073866862407,3.4834479019836246,5.1053076521298015,3.2612126933582286,31.20494579409416,2.9919628653993886,0.0,inf,0.0,inf,0.0,inf,17.611755887533214,3.364785879214246,-44.82516329093707,2.053413994880676,-33.49349411702305,2.0398713713144114
1157,33,80.0,0.875,0.0312,0.0938,9.9394,8.5303,9.1616,90.0053,90.0022,90.0011,0.1435,3.424,776.7759982541643,1,28,3,48,755.4830807999997,69.723,344.454,767.9712,2.4944530793367785,364,31,147,384,926,324905.2094730384,10584.087532537043,-49007.91417383462,0.14271764494228226,1.9604157365510284,1.9220561029754564,1.9579744777029813,1.7688131245833851,1.8561199960772647,1.7792757281175946,1.0205825214051512,0.520993738580106,56.979192303235656,29.39007378272057,4.857805156535786,2.6266810279549047,1937.6312807999998,32.537748549255575,62.857579981176606,1.7688131245833851,1.9505006431379377,0.041666666666666664,2.3125,0.1875,2.5416666666666665,-195.2264912955335,1.9505006431379384,0.0,inf,64.67826468607299,3.223279667488145,0.8894693093729219,3.1809421500778168,94.09642987483328,3.0182391779638515,1.7088691447725046,3.248051099272753,0.8292900106944362,3.2943371036153377,-3.125962431480636,1.9604157365510284,11.310681536412975,3.2305270361797294,-176.3404426963234,1.9579744777029815,-15.760086167729426,1.8561199960772647
1158,227,40.0,0.375,0.625,0.0,10.0809,5.7825,14.3189,94.6468,93.8361,30.105,0.1717,2.1712,417.2838271140932,10,6,0,24,161.88923160000004,697.23,0.0,383.9856,2.9790390876090966,78,310,0,192,580,102697.0475708116,31119.98969287016,-40900.851756563934,0.17141303136196226,2.005505119004922,1.8147091452056543,1.9396076071354849,1.8147091452056543,inf,inf,15.987182283629364,8.003255614188529,6.2029549916774345,3.214596239720948,0.0,0.0,1243.1048316,11.217851853909476,22.190137275306807,1.8147091452056543,1.9875330703132568,1.3333333333333333,0.5,0.0,1.8333333333333333,-67.30711112345686,1.9875330703132568,9.93362498441476,3.186197160814904,2.5118603553765224,3.318621996737788,0.0,inf,23.719593059142788,2.8800560913543247,12.007686172761645,3.378128046265064,0.0,inf,-48.019533685131165,2.0055051190049222,0.0,inf,-19.287577438325684,1.9396076071354849,0.0,inf
1159,206,80.0,0.1875,0.0,0.8125,10.0455,10.0454,10.0457,90.0006,90.0008,89.9993,0.1191,1.3002,1013.7222924724376,0,6,26,48,161.88923160000004,0.0,2985.268,767.9712,3.862131138549908,78,0,1274,384,1736,4645008.940974669,120216.4213515077,-186799.03815866847,0.11950760355265512,inf,inf,2.145537212990696,2.1455159469954483,2.179743740007048,2.1174919345819485,0.0,0.0,16.779014497728518,7.820425764780178,46.81062048238592,21.490112773142904,3915.1284316,29.310538537923087,63.58963498011444,2.1174919345819485,2.170820298176696,0.0,0.75,2.125,2.875,-175.86323122753845,2.170820298176696,0.0,inf,0.0,inf,40.94484623841826,3.4981743452042675,76.9965564739787,3.0987764786688,0.0,inf,0.0,inf,0.0,inf,30.782373486371984,3.483470116838174,-46.92255458868106,2.145537212990696,-128.94067663885744,2.1797437400070483
1160,167,30.0,0.3333,0.25,0.4167,5.1932,5.1928,13.9265,89.9954,90.0047,120.0011,0.1757,2.1736,325.2403680574058,3,4,5,18,107.9261544,209.169,574.09,287.9892,3.625547349620121,52,93,245,144,534,236513.1478292277,30476.311026489282,-58234.951754697,0.18388613967717696,2.0818491439658158,2.016294223462013,2.0851198169490024,2.0162942234620136,2.0907897389288563,2.0162016557189117,4.326528022013608,2.0815397765519337,5.759583806443021,2.76658999231228,9.094312798972446,4.35629711978854,1179.1743544,9.204426888652751,19.180424627429076,2.0162016557189117,2.0870771284682155,0.5,0.6666666666666666,1.0555555555555556,2.2222222222222223,-55.22656133191651,2.0870771284682155,0.6260342873654979,3.791597208199198,2.70931311267624,3.2268143874004287,2.7092034703014494,3.226851456821392,18.549669088318318,2.8692851841035387,2.820005651052288,3.128004536870982,4.322898084674455,3.568192598954488,-12.489238659311605,2.0818491439658158,6.79704148097811,3.5046656935081644,-16.599539953873673,2.085119816949003,-26.13778271873123,2.0907897389288563
1161,167,30.0,0.3333,0.4167,0.25,5.1068,5.1064,13.7396,89.9955,90.0052,120.0008,0.1622,2.4495,310.28794204470336,5,4,3,18,107.9261544,348.615,344.454,287.9892,3.509592887251512,52,155,147,144,498,118221.76545099446,17094.655692784152,-48963.79742699808,0.18974719258728934,2.0602323722575187,1.9839471247668352,2.0547198848570742,1.984036343318486,2.0429279733115258,1.9840561465083744,8.257763882711018,4.0143120445830025,7.306084957440397,3.5614593367788374,3.919202641097389,1.9216130482331129,1088.9843544000003,9.497384429594954,19.483051481248804,1.9839471247668352,2.054704309693153,0.9444444444444444,0.8333333333333334,0.4444444444444444,2.2222222222222223,-56.984306577569726,2.054704309693153,3.0565612980763524,3.4749148104720367,2.4107041094222748,3.3889389896404096,1.0045772898331229,2.9931575462313016,19.138690195939148,2.8248683364968734,6.345267838242267,3.2153086190884985,4.600362972222025,3.4811763853623714,-24.08587226749801,2.0602323722575187,3.1942361526328744,3.4283497223710744,-21.368756020673032,2.0547198848570742,-11.529678289398678,2.0429279733115258
1162,227,40.0,0.125,0.375,0.5,10.0111,5.8192,14.4072,91.3856,91.6101,30.6656,0.1752,1.4297,427.9036312267167,6,2,8,24,53.9630772,418.338,918.544,383.9856,4.147734554418023,26,186,392,192,796,196853.7227087809,132902.72534794518,-89551.44061834307,0.16856505860379115,2.020881382625958,1.8729416013350009,2.0393706430953418,2.0286293261875312,1.953053775335004,1.827572392539212,10.397344349017038,5.150927494250318,1.9614077820267648,0.9617891574296704,9.748438114023774,5.012099140614075,1774.8306772,11.124815792294063,22.107190245067574,1.827572392539212,1.9932730304293536,0.875,0.16666666666666666,0.7916666666666666,1.8333333333333333,-66.74889475376438,1.9932730304293536,3.5681145238677936,3.2035147485905973,0.0,inf,5.455801316958264,3.4167863024733998,23.345374583587965,2.901584996740852,1.8110943227879968,3.173573975431669,9.715141080832664,3.3562192976575083,-30.905564965501906,2.020881382625958,3.6898923906031023,3.159080995974791,-5.770734944578023,2.0393706430953418,-30.07259484368445,1.9530537753350041
1163,33,80.0,0.0625,0.125,0.8125,11.1165,9.4573,10.0815,90.0,89.9969,90.0002,0.2479,0.816,1059.8890170913724,4,2,26,48,53.9630772,278.892,2985.268,767.9712,3.855209565632984,26,124,1274,384,1808,1482783.5690388463,471979.5243681429,-192812.70120566167,0.1160115620655134,2.2126627327410064,1.972917053352334,2.1586094944120258,2.0442471467971943,2.153418730225003,1.97299527816701,9.111858683587851,4.1833579200473014,3.252337575078811,1.5153654930371845,44.302487947851226,20.743488506982008,4086.0942772,26.44221192006649,56.666684206517886,1.972917053352334,2.1634286925170465,0.3541666666666667,0.14583333333333334,1.9166666666666667,2.4166666666666665,-153.21628549871284,2.142234054068681,3.650294871682239,3.5286670654035897,0.0,inf,42.010880032609336,3.5342107618524725,68.93621120251865,3.1495555212443485,0.8319609334278169,3.2890447918810133,9.110059734699004,3.5885501192337084,-22.38173680260991,2.149033100309807,6.898161556583655,3.6154836226774614,-9.092192958223107,2.1586094944120253,-121.74235573787985,2.1397317511501743
1164,206,80.0,0.625,0.0,0.375,9.4743,9.4738,9.4741,90.0013,90.0022,89.9993,0.2629,2.4312,850.3726983762784,0,20,12,48,539.630772,0.0,1377.816,767.9712,3.157930607517857,260,0,588,384,1232,268837.4267107705,69452.52772332316,-105012.92713844504,0.13435958798704306,inf,inf,2.04138700561248,1.9970044773649198,2.058117059411852,1.9970044773649207,0.0,0.0,43.608299057391456,21.37230173868029,23.817004818332705,11.58085025396442,2685.417972,32.9531519926447,67.42530387572414,1.9970044773649198,2.047327387033996,0.0,1.8541666666666667,1.0208333333333333,2.875,-197.71891195586826,2.047327387033996,0.0,inf,25.116255013909768,3.2997842656867964,8.28537745327618,3.4756697716786373,89.80754152041484,2.9803219058451376,0.0,inf,0.0,inf,0.0,inf,47.23957834321677,3.25320070768897,-128.23381043208178,2.04138700561248,-69.4851015237865,2.0581170594118516
1165,206,80.0,0.2812,0.125,0.5938,9.8123,9.812000000000001,9.8123,90.0014,90.0017,89.9984,0.2055,1.3445,944.7114403512908,4,9,19,48,242.8338474,278.892,2181.542,767.9712,3.6743908236246408,117,124,931,384,1556,910837.0184998823,186110.1230244904,-155426.52667308415,0.12525894590481734,2.109244414820384,2.0956753558373884,2.121485306764805,2.068301020224579,2.1220630984244067,2.0682926615520882,7.586849071626098,3.5980709306397074,20.27539643008747,9.563360267374515,37.239563864411664,17.559703542311553,3471.2390474,30.72113474032577,65.10180936612522,2.0682926615520882,2.1203968377068185,0.3333333333333333,0.8958333333333334,1.6458333333333333,2.875,-184.32680844195463,2.120396837706818,0.8563585954441679,3.241853791302648,7.921366576541911,3.3896782855548864,25.70376997782495,3.420444972044813,83.72462054607693,3.086689747666087,6.21759248560484,3.4245051831143862,8.78680928106654,3.374666396113264,-21.588425583838248,2.1092444148203837,25.693252008833927,3.4213550720428096,-57.38016160424709,2.1214853067648054,-105.35822125386929,2.1220630984244075
1166,206,80.0,0.0938,0.0312,0.875,10.1402,10.1401,10.1404,90.0006,90.0007,89.9991,0.0828,1.0381,1042.6627188759912,1,3,28,48,80.94461580000002,69.723,3214.9040000000005,767.9712,3.9644102939213473,39,31,1372,384,1826,1783199.8631380012,143785.09768441375,-199678.14008961915,0.11728585519308425,2.1936715941443783,2.1375002704588466,2.1797197398568358,2.1374816043112554,2.192365370499695,2.137460576457229,1.3681541073545225,0.6242151990367295,5.506688307976073,2.5275980962948807,56.120657522116616,25.613571463887574,4133.5428158,28.765384759219184,62.995499937447214,2.137460576457229,2.191294146609984,0.0625,0.25,2.5625,2.875,-172.59230855531513,2.191294146609984,0.0,inf,0.0,inf,56.313709250956485,3.505024844330586,75.56448189535999,3.1280021752050917,0.0,inf,2.8132049471736096,3.6017494327479533,-3.7452911942203766,2.1936715941443783,11.26623591392957,3.5996611065734982,-15.165588577769284,2.179719739856836,-153.6814287833255,2.1923653704996955
1167,206,80.0,0.0,0.1875,0.8125,10.1241,10.1241,10.1242,90.0013,90.0012,89.9981,0.0628,1.0008,1037.704184215352,6,0,26,48,0.0,418.338,2985.268,767.9712,4.020006147661714,0,186,1274,384,1844,2006995.3960446739,143101.897778926,-198591.18484541515,0.1176591817548346,2.1735056645536317,2.162290512688261,inf,inf,2.191779693962444,2.1340460821488763,13.804414949050608,6.352882807679879,0.0,0.0,49.29149130057257,22.504271311574996,4171.5772,28.85715411925488,63.095906249623184,2.1340460821488763,2.187807078873572,0.625,0.0,2.25,2.875,-173.14292471552926,2.187807078873572,0.0,inf,0.0,inf,42.98617694716975,3.5368357522276117,75.80555158305414,3.1230245296526657,0.0,inf,27.631545266322465,3.4911264535009634,-38.117296846079256,2.1735056645536317,0.0,inf,0.0,inf,-135.02562786945,2.191779693962444
1168,33,80.0,0.2188,0.4688,0.3125,10.4888,8.9754,9.5977,89.9999,90.0005,90.0007,0.2039,1.642,903.5387601850915,15,7,10,48,188.8707702,1045.845,1148.18,767.9712,3.4872515812764235,91,465,490,384,1430,495112.4312166714,137060.27798392758,-124553.64526017776,0.1290358371995738,2.0651890548693683,1.8643252221254087,2.0376340521741407,1.8643396266606305,2.037224679055314,1.8643274762889983,29.68248770020993,14.511297017706184,11.343922148234112,5.62123647325107,18.740719286640275,9.283422592915311,3150.8669701999997,29.415956083872565,59.767129135084325,1.8643252221254087,2.0512840438617923,1.2708333333333333,0.4791666666666667,0.7916666666666666,2.5416666666666665,-176.49573650323535,2.0512840438617923,18.701535714228104,3.4118071008342215,5.996951506281327,3.4815804733985347,7.722969517282777,3.433642736164945,77.18992338286766,2.997749109681964,12.577906234262485,3.39819626544054,25.26076489321229,3.33293649069121,-87.06778210623709,2.0651890548693683,1.5707551301295544,3.3866006228604784,-33.72741883950641,2.0376340521741407,-55.700535557491854,2.037224679055313
1169,206,80.0,0.5938,0.1562,0.25,9.3765,9.3761,9.3763,90.0023,90.0029,89.9982,0.2272,2.6398,824.3174278441184,5,19,8,48,512.6492334,348.615,918.544,767.9712,3.0907746789526747,247,155,392,384,1178,611746.4211502359,88638.65800787508,-91159.39321049994,0.13717613044849766,2.0284502869622973,1.976395196055108,2.027209722224657,1.9763937225071768,2.022349002359979,1.976395196055108,10.35601267898268,5.108611780278411,40.954968849391186,20.214426487243163,16.817341331905382,8.320877216256601,2547.7794334000005,33.64391548377817,68.12832286027924,1.9763937225071768,2.026200935152856,0.4375,1.7291666666666667,0.7083333333333334,2.875,-201.86349290266904,2.026200935152856,1.643076331842376,3.330953722070835,29.29579857395989,3.2507933113030445,2.590792161721584,3.2477644363776768,91.69007650609018,2.949568006866438,15.93400282259094,3.2037646816635346,4.720489707191048,3.402804089164943,-30.651670681670453,2.0284502869622973,28.14744415723286,3.2688729235891376,-121.28655892345895,2.027209722224657,-49.92526329753961,2.0223490023599786
